date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2005-06-06,France,Italy,3,1,UEFA Euro,Preston,England,True
2005-06-08,England,Denmark,1,2,UEFA Euro,Blackburn,England,False
2005-06-08,Sweden,Finland,0,0,UEFA Euro,Blackpool,England,True
2005-06-09,Germany,Italy,4,0,UEFA Euro,Preston,England,True
2005-06-09,Norway,France,1,1,UEFA Euro,Warrington,England,True
2005-06-11,England,Sweden,0,1,UEFA Euro,Blackburn,England,False
2005-06-11,Finland,Denmark,2,1,UEFA Euro,Blackpool,England,True
2005-06-12,France,Germany,0,3,UEFA Euro,Warrington,England,True
2005-06-12,Norway,Italy,5,3,UEFA Euro,Preston,England,True
2005-06-12,Vietnam,Philippines,6,1,AFC Asian Cup qualification,Hanoi,Vietnam,False
2005-06-12,India,Guam,10,0,AFC Asian Cup qualification,Hanoi,Vietnam,True
2005-06-13,Uzbekistan,Maldives,6,0,AFC Asian Cup qualification,Hanoi,Vietnam,True
2005-06-13,Indonesia,Singapore,0,0,AFC Asian Cup qualification,Hanoi,Vietnam,True
2005-06-14,Myanmar,Philippines,4,1,AFC Asian Cup qualification,Hanoi,Vietnam,True
2005-06-14,Taiwan,India,2,1,AFC Asian Cup qualification,Hanoi,Vietnam,True
2005-06-15,Germany,Finland,4,1,UEFA Euro,Preston,England,True
2005-06-15,Uzbekistan,Hong Kong,3,0,AFC Asian Cup qualification,Hanoi,Vietnam,True
2005-06-15,Thailand,Singapore,5,1,AFC Asian Cup qualification,Hanoi,Vietnam,True
2005-06-16,Sweden,Norway,2,3,UEFA Euro,Warrington,England,True
2005-06-16,Vietnam,Myanmar,1,0,AFC Asian Cup qualification,Hanoi,Vietnam,False
2005-06-16,Taiwan,Guam,11,0,AFC Asian Cup qualification,Hanoi,Vietnam,True
2005-06-17,Hong Kong,Maldives,4,0,AFC Asian Cup qualification,Hanoi,Vietnam,True
2005-06-17,Thailand,Indonesia,4,0,AFC Asian Cup qualification,Hanoi,Vietnam,True
2005-06-19,Germany,Norway,3,1,UEFA Euro,Blackburn,England,True
2005-06-19,Vietnam,Hong Kong,4,1,AFC Asian Cup qualification,Hanoi,Vietnam,False
2005-06-19,Taiwan,Singapore,3,0,AFC Asian Cup qualification,Hanoi,Vietnam,True
2006-01-18,Norway,United States,1,3,Four Nations Tournament,Guangzhou,China PR,True
2006-01-18,China PR,France,1,1,Four Nations Tournament,Guangzhou,China PR,False
2006-01-20,United States,France,0,0,Four Nations Tournament,Guangzhou,China PR,True
2006-01-20,China PR,Norway,3,1,Four Nations Tournament,Guangzhou,China PR,False
2006-01-22,France,Norway,1,1,Four Nations Tournament,Guangzhou,China PR,True
2006-01-22,China PR,United States,0,2,Four Nations Tournament,Guangzhou,China PR,False
2006-02-19,Benin,Malawi,1,0,African Championship qualification,Benin,Benin,False
2006-02-19,Mozambique,Namibia,9,0,African Championship qualification,Mozambique,Mozambique,False
2006-02-19,São Tomé and Príncipe,Togo,0,3,African Championship qualification,São Tomé,São Tomé and Príncipe,False
2006-02-19,Senegal,Central African Republic,4,0,African Championship qualification,Senegal,Senegal,False
2006-02-26,Malawi,Benin,0,0,African Championship qualification,Malawi,Malawi,False
2006-02-26,Togo,São Tomé and Príncipe,6,0,African Championship qualification,Togo,Togo,False
2006-03-09,Germany,Finland,5,0,Algarve Cup,Estádio Algarve,Portugal,True
2006-03-09,Norway,Sweden,0,0,Algarve Cup,Loulé,Portugal,True
2006-03-09,China PR,United States,0,0,Algarve Cup,Faro,Portugal,True
2006-03-09,Denmark,France,2,2,Algarve Cup,Faro,Portugal,True
2006-03-09,Portugal,Republic of Ireland,0,1,Algarve Cup,Alvor,Portugal,False
2006-03-11,Morocco,Mali,0,2,African Championship qualification,Rabat,Morocco,False
2006-03-11,South Africa,Mozambique,6,2,African Championship qualification,South Africa,South Africa,False
2006-03-11,DR Congo,Zambia,3,0,African Championship qualification,Lubumbashi,DR Congo,False
2006-03-11,Sweden,Germany,0,3,Algarve Cup,Loulé,Portugal,True
2006-03-11,Finland,Norway,0,0,Algarve Cup,Alvor,Portugal,True
2006-03-11,France,China PR,1,0,Algarve Cup,Faro,Portugal,True
2006-03-11,Denmark,United States,0,5,Algarve Cup,Faro,Portugal,True
2006-03-11,Republic of Ireland,Mexico,0,0,Algarve Cup,Vila Real de Santo Antonio,Portugal,True
2006-03-12,Barbados,Antigua and Barbuda,0,1,CONCACAF Gold Cup,Barbados,Barbados,False
2006-03-12,Benin,Ivory Coast,1,1,African Championship qualification,Benin,Benin,False
2006-03-12,Angola,Equatorial Guinea,3,2,African Championship qualification,Luanda,Angola,False
2006-03-12,Congo,Togo,9,0,African Championship qualification,Brazzaville,Congo,False
2006-03-12,Senegal,Guinea,7,0,African Championship qualification,Dakar,Senegal,False
2006-03-13,Sweden,Finland,4,1,Algarve Cup,Lagos,Portugal,True
2006-03-13,Germany,Norway,1,0,Algarve Cup,Estádio Algarve,Portugal,True
2006-03-13,United States,France,4,1,Algarve Cup,Faro-Loulé,Portugal,True
2006-03-13,Denmark,China PR,0,6,Algarve Cup,Lagos,Portugal,True
2006-03-13,Portugal,Mexico,0,6,Algarve Cup,Silves,Portugal,False
2006-03-15,Denmark,Republic of Ireland,4,0,Algarve Cup,Algarve,Portugal,True
2006-03-15,Finland,Mexico,4,3,Algarve Cup,Algarve,Portugal,True
2006-03-15,Norway,China PR,1,0,Algarve Cup,Algarve,Portugal,True
2006-03-15,Sweden,France,1,0,Algarve Cup,Algarve,Portugal,True
2006-03-15,Germany,United States,0,0,Algarve Cup,Faro-Loulé,Portugal,True
2006-03-18,Antigua and Barbuda,Barbados,0,0,CONCACAF Gold Cup,Antigua and Barbuda,Antigua and Barbuda,False
2006-03-18,Cayman Islands,Netherlands Antilles,1,2,CONCACAF Gold Cup,Cayman Islands,Cayman Islands,False
2006-03-25,Mali,Morocco,4,1,African Championship qualification,Bamako,Mali,False
2006-03-25,Ivory Coast,Benin,1,1,African Championship qualification,Ivory Coast,Ivory Coast,False
2006-03-25,Kenya,Djibouti,7,0,African Championship qualification,Nairobi,Kenya,False
2006-03-25,Zambia,DR Congo,2,3,African Championship qualification,Chingola,Zambia,False
2006-03-25,Netherlands Antilles,Cayman Islands,1,0,CONCACAF Gold Cup,Netherlands Antilles,Netherlands Antilles,False
2006-03-26,Equatorial Guinea,Angola,3,1,African Championship qualification,Equatorial Guinea,Equatorial Guinea,False
2006-03-26,Mozambique,South Africa,1,6,African Championship qualification,Mozambique,Mozambique,False
2006-03-26,Togo,Congo,1,3,African Championship qualification,Lomé,Togo,False
2006-03-26,Guinea,Senegal,1,5,African Championship qualification,Guinea,Guinea,False
2006-04-01,British Virgin Islands,U.S. Virgin Islands,1,3,CONCACAF Gold Cup,British Virgin Islands,British Virgin Islands,False
2006-04-09,U.S. Virgin Islands,British Virgin Islands,5,0,CONCACAF Gold Cup,US Virgin Islands,US Virgin Islands,True
2006-05-03,Suriname,Netherlands Antilles,7,1,CONCACAF Gold Cup,Aruba,Aruba,True
2006-05-04,Dominican Republic,U.S. Virgin Islands,3,1,CONCACAF Gold Cup,Dominican Republic,Dominican Republic,False
2006-05-04,Bermuda,Turks and Caicos Islands,4,0,CONCACAF Gold Cup,Dominican Republic,Dominican Republic,True
2006-05-05,Aruba,Netherlands Antilles,1,2,CONCACAF Gold Cup,Aruba,Aruba,False
2006-05-06,Bermuda,U.S. Virgin Islands,4,1,CONCACAF Gold Cup,Dominican Republic,Dominican Republic,True
2006-05-06,Dominican Republic,Turks and Caicos Islands,5,0,CONCACAF Gold Cup,Dominican Republic,Dominican Republic,False
2006-05-07,Aruba,Suriname,0,3,CONCACAF Gold Cup,Aruba,Aruba,False
2006-05-08,U.S. Virgin Islands,Turks and Caicos Islands,2,0,CONCACAF Gold Cup,Dominican Republic,Dominican Republic,True
2006-05-08,Dominican Republic,Bermuda,3,1,CONCACAF Gold Cup,Dominican Republic,Dominican Republic,False
2006-05-08,Saint Kitts and Nevis,Antigua and Barbuda,3,2,CONCACAF Gold Cup,Jamaica,Jamaica,True
2006-05-08,Jamaica,Saint Lucia,5,0,CONCACAF Gold Cup,Jamaica,Jamaica,False
2006-05-10,Saint Lucia,Saint Kitts and Nevis,3,2,CONCACAF Gold Cup,Jamaica,Jamaica,True
2006-05-10,Jamaica,Antigua and Barbuda,10,0,CONCACAF Gold Cup,Jamaica,Jamaica,False
2006-05-10,Mexico,Nicaragua,9,0,CONCACAF Gold Cup,Mexico,Mexico,False
2006-05-12,Antigua and Barbuda,Saint Lucia,1,2,CONCACAF Gold Cup,Jamaica,Jamaica,True
2006-05-12,Jamaica,Saint Kitts and Nevis,11,0,CONCACAF Gold Cup,Jamaica,Jamaica,False
2006-05-12,Nicaragua,El Salvador,2,1,CONCACAF Gold Cup,Mexico,Mexico,True
2006-05-14,Mexico,El Salvador,8,0,CONCACAF Gold Cup,Mexico,Mexico,False
2006-05-19,Saint Vincent and the Grenadines,Dominica,2,0,CONCACAF Gold Cup,Arima,Trinidad and Tobago,True
2006-05-19,Trinidad and Tobago,Grenada,10,0,CONCACAF Gold Cup,Arima,Trinidad and Tobago,False
2006-05-21,Dominica,Grenada,2,2,CONCACAF Gold Cup,Arima,Trinidad and Tobago,True
2006-05-21,Trinidad and Tobago,Saint Vincent and the Grenadines,4,1,CONCACAF Gold Cup,Arima,Trinidad and Tobago,False
2006-05-23,Grenada,Saint Vincent and the Grenadines,0,5,CONCACAF Gold Cup,Arima,Trinidad and Tobago,True
2006-05-23,Trinidad and Tobago,Dominica,6,0,CONCACAF Gold Cup,Arima,Trinidad and Tobago,False
2006-05-24,Guatemala,Costa Rica,2,1,CONCACAF Gold Cup,Panama,Panama,True
2006-05-26,Panama,Costa Rica,2,0,CONCACAF Gold Cup,Panama,Panama,False
2006-05-28,Panama,Guatemala,3,0,CONCACAF Gold Cup,Panama,Panama,False
2006-05-29,Suriname,Haiti,0,3,CONCACAF Gold Cup,Suriname,Suriname,False
2006-07-16,Myanmar,Thailand,1,2,AFC Asian Cup,Adelaide,Australia,True
2006-07-16,Australia,South Korea,4,0,AFC Asian Cup,Adelaide,Australia,False
2006-07-18,Thailand,North Korea,0,9,AFC Asian Cup,Adelaide,Australia,True
2006-07-18,Australia,Myanmar,2,0,AFC Asian Cup,Adelaide,Australia,False
2006-07-19,China PR,Taiwan,2,0,AFC Asian Cup,Adelaide,Australia,True
2006-07-19,Japan,Vietnam,5,0,AFC Asian Cup,Adelaide,Australia,True
2006-07-20,North Korea,Myanmar,3,0,AFC Asian Cup,Adelaide,Australia,True
2006-07-20,South Korea,Thailand,11,0,AFC Asian Cup,Adelaide,Australia,True
2006-07-21,Japan,Taiwan,11,1,AFC Asian Cup,Adelaide,Australia,True
2006-07-21,Vietnam,China PR,0,2,AFC Asian Cup,Adelaide,Australia,True
2006-07-22,Mali,Benin,3,1,African Championship qualification,Bamako,Mali,False
2006-07-22,Cameroon,Kenya,4,0,African Championship qualification,Yaoundé,Cameroon,False
2006-07-22,South Korea,Myanmar,3,1,AFC Asian Cup,Adelaide,Australia,True
2006-07-22,Australia,North Korea,0,0,AFC Asian Cup,Adelaide,Australia,False
2006-07-23,Algeria,Egypt,1,0,African Championship qualification,Annaba,Algeria,False
2006-07-23,South Africa,Tanzania,3,0,African Championship qualification,Johannesburg,South Africa,False
2006-07-23,DR Congo,Senegal,3,0,African Championship qualification,Kinshasa,DR Congo,False
2006-07-23,China PR,Japan,0,1,AFC Asian Cup,Adelaide,Australia,True
2006-07-23,Taiwan,Vietnam,0,1,AFC Asian Cup,Adelaide,Australia,True
2006-07-24,Australia,Thailand,5,0,AFC Asian Cup,Adelaide,Australia,False
2006-07-24,North Korea,South Korea,1,0,AFC Asian Cup,Adelaide,Australia,True
2006-07-27,Australia,Japan,2,0,AFC Asian Cup,Adelaide,Australia,False
2006-07-27,China PR,North Korea,1,0,AFC Asian Cup,Adelaide,Australia,True
2006-07-30,Japan,North Korea,2,3,AFC Asian Cup,Adelaide,Australia,True
2006-07-30,Australia,China PR,2,2,AFC Asian Cup,Adelaide,Australia,False
2006-08-04,Tanzania,South Africa,0,4,African Championship qualification,Dar es Salaam,Tanzania,False
