date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2011-09-21,Netherlands,Serbia,6,0,UEFA Euro qualification,Velsen-Zuid,Netherlands,False
2011-09-21,Armenia,Denmark,0,5,UEFA Euro qualification,Yerevan,Armenia,False
2011-09-22,Kazakhstan,Turkey,2,0,UEFA Euro qualification,Shymkent,Kazakhstan,False
2011-09-22,Republic of Ireland,France,1,3,UEFA Euro qualification,Cork,Republic of Ireland,False
2011-09-22,England,Slovenia,4,0,UEFA Euro qualification,Swindon,England,False
2011-10-22,Russia,Bosnia and Herzegovina,4,1,UEFA Euro qualification,Krasnoarmeysk,Russia,False
2011-10-22,Macedonia,Italy,0,9,UEFA Euro qualification,Prilep,Macedonia,False
2011-10-22,Poland,Greece,2,0,UEFA Euro qualification,Nowy Sącz,Poland,False
2011-10-22,Turkey,Kazakhstan,0,0,UEFA Euro qualification,Mersin,Turkey,False
2011-10-22,Romania,Germany,0,3,UEFA Euro qualification,Bucharest,Romania,False
2011-10-22,Hungary,Iceland,0,1,UEFA Euro qualification,Pápa,Hungary,False
2011-10-22,Bulgaria,Northern Ireland,0,1,UEFA Euro qualification,Lovech,Bulgaria,False
2011-10-22,Republic of Ireland,Israel,2,0,UEFA Euro qualification,Dublin,Republic of Ireland,False
2011-10-22,Wales,France,1,4,UEFA Euro qualification,Llanelli,Wales,False
2011-10-22,Ukraine,Slovakia,0,0,UEFA Euro qualification,Chernihiv,Ukraine,False
2011-10-22,Finland,Estonia,6,0,UEFA Euro qualification,Vantaa,Finland,False
2011-10-22,Croatia,Netherlands,0,3,UEFA Euro qualification,Vrbovec,Croatia,False
2011-10-22,Slovenia,Serbia,1,2,UEFA Euro qualification,Domžale,Slovenia,False
2011-10-22,Czech Republic,Portugal,1,0,UEFA Euro qualification,Písek,Czech Republic,False
2011-10-22,Denmark,Austria,3,0,UEFA Euro qualification,Vejle,Denmark,False
2011-10-23,Spain,Switzerland,3,2,UEFA Euro qualification,Madrid,Spain,False
2011-10-26,Macedonia,Greece,1,1,UEFA Euro qualification,Prilep,Macedonia,False
2011-10-26,Italy,Russia,2,0,UEFA Euro qualification,Treviso,Italy,False
2011-10-26,Poland,Bosnia and Herzegovina,4,0,UEFA Euro qualification,Sosnowiec,Poland,False
2011-10-26,Belgium,Norway,0,1,UEFA Euro qualification,Dessel,Belgium,False
2011-10-26,Northern Ireland,Iceland,0,2,UEFA Euro qualification,Belfast,Northern Ireland,False
2011-10-26,France,Israel,5,0,UEFA Euro qualification,Troyes,France,False
2011-10-26,Slovakia,Estonia,3,1,UEFA Euro qualification,Senec,Slovakia,False
2011-10-26,Austria,Armenia,3,0,UEFA Euro qualification,Bruck an der Mur,Austria,False
2011-10-26,Portugal,Denmark,0,3,UEFA Euro qualification,Barcelos,Portugal,False
2011-10-27,Kazakhstan,Spain,0,4,UEFA Euro qualification,Shymkent,Kazakhstan,False
2011-10-27,Romania,Turkey,7,1,UEFA Euro qualification,Bucharest,Romania,False
2011-10-27,Bulgaria,Hungary,0,4,UEFA Euro qualification,Lovech,Bulgaria,False
2011-10-27,Scotland,Wales,2,2,UEFA Euro qualification,Edinburgh,Scotland,False
2011-10-27,Belarus,Finland,2,2,UEFA Euro qualification,Molodechno,Belarus,False
2011-10-27,Croatia,Slovenia,3,3,UEFA Euro qualification,Vrbovec,Croatia,False
2011-10-27,Netherlands,England,0,0,UEFA Euro qualification,Zwolle,Netherlands,False
2011-11-19,Macedonia,Bosnia and Herzegovina,2,6,UEFA Euro qualification,Prilep,Macedonia,False
2011-11-19,Greece,Russia,0,4,UEFA Euro qualification,Athens,Greece,False
2011-11-19,Poland,Italy,0,5,UEFA Euro qualification,Pruszków,Poland,False
2011-11-19,Germany,Kazakhstan,17,0,UEFA Euro qualification,Wiesbaden,Germany,False
2011-11-19,Belgium,Bulgaria,5,0,UEFA Euro qualification,Dessel,Belgium,False
2011-11-19,Northern Ireland,Norway,3,1,UEFA Euro qualification,Lurgan,Northern Ireland,False
2011-11-19,Slovakia,Belarus,3,0,UEFA Euro qualification,Senec,Slovakia,False
2011-11-19,Serbia,Croatia,4,2,UEFA Euro qualification,Jakovo,Serbia,False
2011-11-19,Slovenia,Netherlands,0,2,UEFA Euro qualification,Ivančna Gorica,Slovenia,False
2011-11-19,Portugal,Austria,0,1,UEFA Euro qualification,Pombal,Portugal,False
2011-11-20,Romania,Spain,0,4,UEFA Euro qualification,Buftea,Romania,False
2011-11-20,Israel,Wales,0,2,UEFA Euro qualification,Ness Ziona,Israel,False
2011-11-20,Czech Republic,Armenia,5,0,UEFA Euro qualification,Roudnice nad Labem,Czech Republic,False
2011-11-23,Macedonia,Poland,0,3,UEFA Euro qualification,Prilep,Macedonia,False
2011-11-23,Italy,Greece,2,0,UEFA Euro qualification,Trani,Italy,False
2011-11-23,Turkey,Romania,1,2,UEFA Euro qualification,Izmir,Turkey,False
2011-11-23,Bulgaria,Belgium,0,1,UEFA Euro qualification,Lovech,Bulgaria,False
2011-11-23,Hungary,Northern Ireland,2,2,UEFA Euro qualification,Sopron,Hungary,False
2011-11-23,England,Serbia,2,0,UEFA Euro qualification,Doncaster,England,False
2011-11-23,Denmark,Armenia,11,0,UEFA Euro qualification,Vejle,Denmark,False
2011-11-24,Switzerland,Kazakhstan,8,1,UEFA Euro qualification,Aarau,Switzerland,False
2011-11-24,Spain,Germany,2,2,UEFA Euro qualification,Motril,Spain,False
2011-11-24,Ukraine,Belarus,0,1,UEFA Euro qualification,Sevastopol,Ukraine,False
2011-11-24,Netherlands,Croatia,2,0,UEFA Euro qualification,The Hague,Netherlands,False
2011-12-20,Israel,Scotland,1,6,UEFA Euro qualification,Ness Ziona,Israel,False
2012-01-14,Egypt,Ethiopia,4,2,African Championship qualification,Cairo,Egypt,False
2012-01-14,Namibia,Tanzania,0,2,African Championship qualification,Windhoek,Namibia,False
2012-01-14,Ivory Coast,Guinea,5,1,African Championship qualification,Abidjan,Ivory Coast,False
2012-01-14,Zambia,Malawi,7,0,African Championship qualification,Lusaka,Zambia,False
2012-01-14,Morocco,Tunisia,2,0,African Championship qualification,Rabat,Morocco,False
2012-01-14,Botswana,Zimbabwe,0,1,African Championship qualification,Gaborone,Botswana,False
2012-01-14,Uganda,DR Congo,1,1,African Championship qualification,Kampala,Uganda,False
2012-01-15,Mali,Ghana,0,3,African Championship qualification,Bamako,Mali,False
2012-01-21,Dominican Republic,United States,0,14,Olympic Games qualification,Vancouver,Canada,True
2012-01-23,United States,Guatemala,13,0,Olympic Games qualification,Vancouver,Canada,True
2012-01-25,United States,Mexico,4,0,Olympic Games qualification,Vancouver,Canada,True
2012-01-28,United States,Costa Rica,3,0,Olympic Games qualification,Vancouver,Canada,True
2012-01-28,Tunisia,Morocco,2,0,African Championship qualification,Soliman,Tunisia,False
2012-01-28,DR Congo,Uganda,4,0,African Championship qualification,Kinshasa,DR Congo,False
2012-01-29,Ethiopia,Egypt,4,0,African Championship qualification,Addis Ababa,Ethiopia,False
2012-01-29,Tanzania,Namibia,5,2,African Championship qualification,Dar es Salaam,Tanzania,False
2012-01-29,Guinea,Ivory Coast,0,5,African Championship qualification,Conakry,Guinea,False
2012-01-29,Malawi,Zambia,4,2,African Championship qualification,Blantyre,Malawi,False
2012-01-29,Zimbabwe,Botswana,2,1,African Championship qualification,Harare,Zimbabwe,False
2012-01-29,Ghana,Mali,5,0,African Championship qualification,Accra,Ghana,False
2012-01-30,Canada,United States,0,4,Olympic Games qualification,Vancouver,Canada,False
2012-02-12,United States,New Zealand,2,1,Friendly,Frisco,United States,False
2012-02-15,Greece,Bosnia and Herzegovina,2,3,UEFA Euro qualification,Thessaloniki,Greece,False
2012-02-15,Turkey,Germany,0,5,UEFA Euro qualification,Izmir,Turkey,False
2012-02-15,Belgium,Northern Ireland,2,2,UEFA Euro qualification,Dessel,Belgium,False
2012-02-15,Portugal,Armenia,6,0,UEFA Euro qualification,Cartaxo,Portugal,False
2012-02-15,China PR,Mexico,1,0,Four Nations Tournament,Chongqing,China PR,False
2012-02-15,South Korea,North Korea,0,1,Four Nations Tournament,Chongqing,China PR,True
2012-02-17,China PR,South Korea,0,0,Four Nations Tournament,Chongqing,China PR,False
2012-02-17,Mexico,North Korea,0,1,Four Nations Tournament,Chongqing,China PR,True
2012-02-19,China PR,North Korea,0,0,Four Nations Tournament,Chongqing,China PR,False
2012-02-19,Mexico,South Korea,2,3,Four Nations Tournament,Chongqing,China PR,True
2012-02-28,France,Switzerland,3,0,Cyprus Cup,Nicosia,Cyprus,True
2012-02-28,England,Finland,3,1,Cyprus Cup,Nicosia,Cyprus,True
2012-02-28,Netherlands,Italy,2,1,Cyprus Cup,Larnaca,Cyprus,True
2012-02-28,Canada,Scotland,5,1,Cyprus Cup,Larnaca,Cyprus,True
2012-02-28,South Korea,South Africa,2,1,Cyprus Cup,Achna,Cyprus,True
2012-02-28,New Zealand,Northern Ireland,2,0,Cyprus Cup,Larnaca,Cyprus,True
2012-02-29,Germany,Iceland,1,0,Algarve Cup,Lagos,Portugal,True
2012-02-29,Sweden,China PR,1,0,Algarve Cup,Santo António,Portugal,True
2012-02-29,Japan,Norway,2,1,Algarve Cup,Parchal,Portugal,True
2012-02-29,United States,Denmark,5,0,Algarve Cup,Lagos,Portugal,True
2012-02-29,Republic of Ireland,Hungary,0,1,Algarve Cup,Silves,Portugal,True
2012-02-29,Portugal,Wales,0,1,Algarve Cup,Parchal,Portugal,False
2012-03-01,Switzerland,England,0,1,Cyprus Cup,Larnaca,Cyprus,True
2012-03-01,Finland,France,1,2,Cyprus Cup,Larnaca,Cyprus,True
2012-03-01,Scotland,Netherlands,2,1,Cyprus Cup,Nicosia,Cyprus,True
2012-03-01,Italy,Canada,1,2,Cyprus Cup,Nicosia,Cyprus,True
2012-03-01,Northern Ireland,South Korea,0,1,Cyprus Cup,Larnaca,Cyprus,True
2012-03-01,South Africa,New Zealand,0,0,Cyprus Cup,Larnaca,Cyprus,True
2012-03-02,Iceland,Sweden,1,4,Algarve Cup,Ferreiras,Portugal,True
2012-03-02,Germany,China PR,1,0,Algarve Cup,Santo António,Portugal,True
2012-03-02,Denmark,Japan,0,2,Algarve Cup,Parchal,Portugal,True
2012-03-02,United States,Norway,2,1,Algarve Cup,Lagos,Portugal,True
2012-03-02,Portugal,Hungary,4,0,Algarve Cup,Parchal,Portugal,False
2012-03-02,Wales,Republic of Ireland,0,0,Algarve Cup,Ferreiras,Portugal,True
2012-03-04,England,France,0,3,Cyprus Cup,Paralimni,Cyprus,True
2012-03-04,Finland,Switzerland,3,1,Cyprus Cup,Paralimni,Cyprus,True
2012-03-04,Italy,Scotland,2,1,Cyprus Cup,Paralimni,Cyprus,True
2012-03-04,Netherlands,Canada,0,1,Cyprus Cup,Paralimni,Cyprus,True
2012-03-04,New Zealand,South Korea,1,1,Cyprus Cup,Paralimni,Cyprus,True
2012-03-04,Northern Ireland,South Africa,0,2,Cyprus Cup,Paralimni,Cyprus,True
2012-03-05,Sweden,Germany,0,4,Algarve Cup,Parchal,Portugal,True
2012-03-05,China PR,Iceland,0,1,Algarve Cup,Lagos,Portugal,True
2012-03-05,Norway,Denmark,0,1,Algarve Cup,Ferreiras,Portugal,True
2012-03-05,Japan,United States,1,0,Algarve Cup,Faro,Portugal,True
2012-03-05,Hungary,Wales,1,2,Algarve Cup,Santo António,Portugal,True
2012-03-05,Portugal,Republic of Ireland,2,1,Algarve Cup,Faro,Portugal,False
2012-03-06,Switzerland,Northern Ireland,5,0,Cyprus Cup,Larnaca,Cyprus,True
2012-03-06,Scotland,South Africa,2,0,Cyprus Cup,Paralimni,Cyprus,True
2012-03-06,New Zealand,Netherlands,2,2,Cyprus Cup,Achna,Cyprus,True
2012-03-06,South Korea,Finland,1,1,Cyprus Cup,Larnaca,Cyprus,True
2012-03-06,England,Italy,1,3,Cyprus Cup,Paralimni,Cyprus,True
2012-03-06,France,Canada,2,0,Cyprus Cup,Larnaca,Cyprus,True
2012-03-07,Hungary,Republic of Ireland,1,2,Algarve Cup,Quarteira,Portugal,True
2012-03-07,Portugal,China PR,0,1,Algarve Cup,Faro,Portugal,False
2012-03-07,Wales,Norway,0,3,Algarve Cup,Loulé,Portugal,True
2012-03-07,Iceland,Denmark,1,3,Algarve Cup,Ferreiras,Portugal,True
2012-03-07,Sweden,United States,0,4,Algarve Cup,Parchal,Portugal,True
2012-03-07,Germany,Japan,4,3,Algarve Cup,Faro,Portugal,True
2012-03-31,Russia,Macedonia,8,0,UEFA Euro qualification,Podolsk,Russia,False
2012-03-31,Greece,Poland,1,1,UEFA Euro qualification,Athens,Greece,False
2012-03-31,Italy,Bosnia and Herzegovina,4,0,UEFA Euro qualification,Ferrara,Italy,False
2012-03-31,Romania,Kazakhstan,3,0,UEFA Euro qualification,Buftea,Romania,False
2012-03-31,Germany,Spain,5,0,UEFA Euro qualification,Mannheim,Germany,False
2012-03-31,Switzerland,Turkey,5,0,UEFA Euro qualification,Aarau,Switzerland,False
2012-03-31,Bulgaria,Norway,0,3,UEFA Euro qualification,Lovech,Bulgaria,False
2012-03-31,France,Scotland,2,0,UEFA Euro qualification,Le Havre,France,False
2012-03-31,Slovakia,Finland,0,1,UEFA Euro qualification,Senec,Slovakia,False
2012-03-31,Croatia,England,0,6,UEFA Euro qualification,Vrbovec,Croatia,False
2012-03-31,Portugal,Czech Republic,2,5,UEFA Euro qualification,Tondela,Portugal,False
2012-04-01,Japan,United States,1,1,Friendly,Sendai,Japan,False
2012-04-01,Armenia,Austria,2,4,UEFA Euro qualification,Yerevan,Armenia,False
2012-04-03,Brazil,United States,0,3,Friendly,Chiba,Japan,True
2012-04-04,Russia,Italy,0,2,UEFA Euro qualification,Podolsk,Russia,False
2012-04-04,Greece,Macedonia,2,2,UEFA Euro qualification,Athens,Greece,False
2012-04-04,Hungary,Norway,0,5,UEFA Euro qualification,Kecskemét,Hungary,False
2012-04-04,Belgium,Iceland,1,0,UEFA Euro qualification,Dessel,Belgium,False
2012-04-04,France,Wales,4,0,UEFA Euro qualification,Caen,France,False
2012-04-04,Czech Republic,Denmark,0,2,UEFA Euro qualification,Prague,Czech Republic,False
2012-04-05,Spain,Kazakhstan,13,0,UEFA Euro qualification,Madrid,Spain,False
2012-04-05,Switzerland,Germany,0,6,UEFA Euro qualification,Aarau,Switzerland,False
2012-04-05,Scotland,Republic of Ireland,2,1,UEFA Euro qualification,Edinburgh,Scotland,False
2012-04-05,Finland,Slovakia,2,0,UEFA Euro qualification,Vantaa,Finland,False
2012-04-05,Ukraine,Estonia,5,0,UEFA Euro qualification,Sevastopol,Ukraine,False
2012-04-05,Netherlands,Slovenia,3,1,UEFA Euro qualification,Venlo,Netherlands,False
2012-04-05,Austria,Portugal,1,0,UEFA Euro qualification,Wiener Neustadt,Austria,False
2012-04-25,Northern Ireland,Hungary,0,1,UEFA Euro qualification,Lurgan,Northern Ireland,False
2012-05-19,Northern Ireland,Bulgaria,4,1,UEFA Euro qualification,Belfast,Northern Ireland,False
2012-05-26,Ivory Coast,Mozambique,7,0,African Championship qualification,Côte d'Ivoire,Ivory Coast,False
2012-05-26,Zambia,South Africa,1,4,African Championship qualification,Zambia,Zambia,False
2012-05-26,Morocco,Senegal,0,0,African Championship qualification,Morocco,Morocco,False
2012-05-26,Ghana,Cameroon,1,1,African Championship qualification,Ghana,Ghana,False
2012-05-27,Ethiopia,Tanzania,2,1,African Championship qualification,Ethiopia,Ethiopia,False
2012-05-27,Zimbabwe,Nigeria,0,2,African Championship qualification,Zimbabwe,Zimbabwe,False
2012-05-28,United States,China PR,4,1,Friendly,Chester,United States,False
2012-05-31,Germany,Romania,5,0,UEFA Euro qualification,Bielefeld,Germany,False
2012-06-16,Sweden,United States,1,3,Friendly,Halmstad,Sweden,False
2012-06-16,Tanzania,Ethiopia,0,1,African Championship qualification,Tanzania,Tanzania,False
2012-06-16,Mozambique,Ivory Coast,0,5,African Championship qualification,Mozambique,Mozambique,False
2012-06-16,South Africa,Zambia,2,1,African Championship qualification,South Africa,South Africa,False
2012-06-16,Senegal,Morocco,0,0,African Championship qualification,Senegal,Senegal,False
2012-06-16,Nigeria,Zimbabwe,4,0,African Championship qualification,Nigeria,Nigeria,False
2012-06-16,Italy,Macedonia,9,0,UEFA Euro qualification,Turin,Italy,False
2012-06-16,Russia,Greece,4,0,UEFA Euro qualification,Krasnoarmeysk,Russia,False
2012-06-16,Bosnia and Herzegovina,Poland,0,2,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,False
2012-06-16,Switzerland,Spain,4,3,UEFA Euro qualification,Aarau,Switzerland,False
2012-06-16,Norway,Bulgaria,11,0,UEFA Euro qualification,Sarpsborg,Norway,False
2012-06-16,Iceland,Hungary,3,0,UEFA Euro qualification,Reykjavík,Iceland,False
2012-06-16,Scotland,Israel,8,0,UEFA Euro qualification,Edinburgh,Scotland,False
2012-06-16,Republic of Ireland,Wales,0,1,UEFA Euro qualification,Cork,Republic of Ireland,False
2012-06-16,Estonia,Belarus,2,4,UEFA Euro qualification,Otepää,Estonia,False
2012-06-16,Ukraine,Finland,1,2,UEFA Euro qualification,Chernigiv,Ukraine,False
2012-06-16,Croatia,Serbia,1,4,UEFA Euro qualification,Vrbovec,Croatia,False
2012-06-16,Czech Republic,Austria,2,3,UEFA Euro qualification,Prague,Czech Republic,False
2012-06-17,Cameroon,Ghana,1,1,African Championship qualification,Cameroon,Cameroon,False
2012-06-17,England,Netherlands,1,0,UEFA Euro qualification,Manchester,England,False
2012-06-18,Japan,United States,1,4,Friendly,Halmstad,Sweden,True
2012-06-20,Poland,Macedonia,4,0,UEFA Euro qualification,Toruń,Poland,False
2012-06-20,Hungary,Belgium,1,3,UEFA Euro qualification,Szombathely,Hungary,False
2012-06-20,Norway,Northern Ireland,2,0,UEFA Euro qualification,Sarpsborg,Norway,False
2012-06-20,Wales,Israel,5,0,UEFA Euro qualification,Wrexham,Wales,False
2012-06-20,Finland,Belarus,4,0,UEFA Euro qualification,Helsinki,Finland,False
2012-06-20,Slovakia,Ukraine,0,2,UEFA Euro qualification,Senec,Slovakia,False
2012-06-20,Serbia,Netherlands,0,4,UEFA Euro qualification,Jakovo,Serbia,False
2012-06-20,Denmark,Czech Republic,1,0,UEFA Euro qualification,Vejle,Denmark,False
2012-06-21,Bosnia and Herzegovina,Russia,0,1,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,False
2012-06-21,Spain,Turkey,4,0,UEFA Euro qualification,Madrid,Spain,False
2012-06-21,Romania,Switzerland,4,2,UEFA Euro qualification,Buftea,Romania,False
2012-06-21,Bulgaria,Iceland,0,10,UEFA Euro qualification,Lovech,Bulgaria,False
2012-06-21,Republic of Ireland,Scotland,0,1,UEFA Euro qualification,Cork,Republic of Ireland,False
2012-06-21,Slovenia,England,0,4,UEFA Euro qualification,Velenje,Slovenia,False
2012-06-30,United States,Canada,2,1,Friendly,Sandy,United States,False
2012-07-20,Equatorial Guinea,Cameroon,2,0,African Championship,Malabo,Equatorial Guinea,False
2012-07-25,Great Britain,New Zealand,1,0,Olympic Games,Cardiff,United Kingdom,True
2012-07-25,Cameroon,Brazil,0,5,Olympic Games,Cardiff,United Kingdom,True
2012-07-25,Japan,Canada,2,1,Olympic Games,Coventry,United Kingdom,True
2012-07-25,Sweden,South Africa,4,1,Olympic Games,Coventry,United Kingdom,True
2012-07-25,United States,France,4,2,Olympic Games,Glasgow,United Kingdom,True
2012-07-25,Colombia,North Korea,0,2,Olympic Games,Glasgow,United Kingdom,True
2012-07-28,New Zealand,Brazil,0,1,Olympic Games,Cardiff,United Kingdom,True
2012-07-28,Great Britain,Cameroon,3,0,Olympic Games,Cardiff,United Kingdom,True
2012-07-28,Japan,Sweden,0,0,Olympic Games,Coventry,United Kingdom,True
2012-07-28,Canada,South Africa,3,0,Olympic Games,Coventry,United Kingdom,True
2012-07-28,United States,Colombia,3,0,Olympic Games,Glasgow,United Kingdom,True
2012-07-28,France,North Korea,5,0,Olympic Games,Glasgow,United Kingdom,True
2012-07-31,New Zealand,Cameroon,3,1,Olympic Games,Coventry,United Kingdom,True
2012-07-31,Great Britain,Brazil,1,0,Olympic Games,London,United Kingdom,True
2012-07-31,Japan,South Africa,0,0,Olympic Games,Cardiff,United Kingdom,True
2012-07-31,Canada,Sweden,2,2,Olympic Games,Newcastle,United Kingdom,True
2012-07-31,United States,North Korea,1,0,Olympic Games,Manchester,United Kingdom,True
2012-07-31,France,Colombia,1,0,Olympic Games,Newcastle,United Kingdom,True
2012-08-03,Sweden,France,1,2,Olympic Games,Glasgow,United Kingdom,True
2012-08-03,United States,New Zealand,2,0,Olympic Games,Newcastle,United Kingdom,True
2012-08-03,Brazil,Japan,0,2,Olympic Games,Cardiff,United Kingdom,True
2012-08-03,Great Britain,Canada,0,2,Olympic Games,Coventry,United Kingdom,True
2012-08-06,France,Japan,1,2,Olympic Games,London,United Kingdom,True
2012-08-06,Canada,United States,3,4,Olympic Games,Manchester,United Kingdom,True
2012-08-09,Canada,France,1,0,Olympic Games,Coventry,United Kingdom,True
2012-08-09,United States,Japan,2,1,Olympic Games,London,United Kingdom,True
2012-08-25,Estonia,Slovakia,0,2,UEFA Euro qualification,Haapsalu,Estonia,False
2012-09-02,United States,Costa Rica,8,0,Friendly,Rochester,United States,False
2012-09-15,Macedonia,Russia,0,6,UEFA Euro qualification,Prilep,Macedonia,False
2012-09-15,Bosnia and Herzegovina,Greece,1,1,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,False
2012-09-15,Kazakhstan,Germany,0,7,UEFA Euro qualification,Karagandy,Kazakhstan,False
2012-09-15,Turkey,Switzerland,1,3,UEFA Euro qualification,Istanbul,Turkey,False
2012-09-15,Norway,Belgium,3,2,UEFA Euro qualification,Oslo,Norway,False
2012-09-15,Iceland,Northern Ireland,2,0,UEFA Euro qualification,Reykjavík,Iceland,False
2012-09-15,Wales,Scotland,1,2,UEFA Euro qualification,Llanelli,Wales,False
2012-09-15,France,Republic of Ireland,4,0,UEFA Euro qualification,Guingamp,France,False
2012-09-15,Estonia,Finland,0,5,UEFA Euro qualification,Tallinn,Estonia,False
2012-09-15,Belarus,Ukraine,0,5,UEFA Euro qualification,Mogilev,Belarus,False
2012-09-15,Slovenia,Croatia,1,0,UEFA Euro qualification,Lendava,Slovenia,False
2012-09-15,Austria,Denmark,3,1,UEFA Euro qualification,Sankt Pölten,Austria,False
2012-09-16,Italy,Poland,1,0,UEFA Euro qualification,San Benedetto del Tronto,Italy,False
2012-09-17,United States,Australia,2,1,Friendly,Carson,United States,False
2012-09-19,Greece,Italy,0,0,UEFA Euro qualification,Athens,Greece,False
2012-09-19,Bosnia and Herzegovina,Macedonia,1,0,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,False
2012-09-19,Russia,Poland,1,1,UEFA Euro qualification,Khimki,Russia,False
2012-09-19,Kazakhstan,Switzerland,1,0,UEFA Euro qualification,Karagandy,Kazakhstan,False
2012-09-19,Germany,Turkey,10,0,UEFA Euro qualification,Duisburg,Germany,False
2012-09-19,Spain,Romania,0,0,UEFA Euro qualification,Madrid,Spain,False
2012-09-19,Hungary,Bulgaria,9,0,UEFA Euro qualification,Sopron,Hungary,False
2012-09-19,Northern Ireland,Belgium,0,2,UEFA Euro qualification,Belfast,Northern Ireland,False
2012-09-19,Norway,Iceland,2,1,UEFA Euro qualification,Oslo,Norway,False
2012-09-19,Israel,Republic of Ireland,0,2,UEFA Euro qualification,Ramat Gan,Israel,False
2012-09-19,Scotland,France,0,5,UEFA Euro qualification,Edinburgh,Scotland,False
2012-09-19,Belarus,Slovakia,1,0,UEFA Euro qualification,Mogilev,Belarus,False
2012-09-19,Finland,Ukraine,0,1,UEFA Euro qualification,Helsinki,Finland,False
2012-09-19,Serbia,Slovenia,3,0,UEFA Euro qualification,Inđija,Serbia,False
2012-09-19,England,Croatia,3,0,UEFA Euro qualification,Walsall,England,False
2012-09-19,Armenia,Czech Republic,0,2,UEFA Euro qualification,Yerevan,Armenia,False
2012-09-19,Denmark,Portugal,2,0,UEFA Euro qualification,Vejle,Denmark,False
2012-09-20,United States,Australia,6,2,Friendly,Denver,United States,False
2012-10-20,Scotland,Spain,1,1,UEFA Euro qualification,Glasgow,Scotland,False
2012-10-20,Ukraine,Iceland,2,3,UEFA Euro qualification,Sevastopol,Ukraine,False
2012-10-21,United States,Germany,1,1,Friendly,Bridgeview,United States,False
2012-10-21,Austria,Russia,0,2,UEFA Euro qualification,Sankt Pölten,Austria,False
2012-10-24,United States,Germany,2,2,Friendly,East Hartford,United States,False
2012-10-24,Spain,Scotland,3,2,UEFA Euro qualification,Madrid,Spain,False
2012-10-25,Russia,Austria,1,1,UEFA Euro qualification,Rostov-on-Don,Russia,False
2012-10-25,Iceland,Ukraine,3,2,UEFA Euro qualification,Reykjavík,Iceland,False
2012-10-28,Equatorial Guinea,South Africa,1,0,African Championship,Malabo,Equatorial Guinea,False
2012-10-28,Senegal,DR Congo,0,1,African Championship,Malabo,Equatorial Guinea,True
2012-10-29,Nigeria,Cameroon,2,1,African Championship,Bata,Equatorial Guinea,True
2012-10-29,Ivory Coast,Ethiopia,5,0,African Championship,Bata,Equatorial Guinea,True
2012-10-31,South Africa,Senegal,1,0,African Championship,Malabo,Equatorial Guinea,True
2012-10-31,Equatorial Guinea,DR Congo,6,0,African Championship,Malabo,Equatorial Guinea,False
2012-11-01,Cameroon,Ivory Coast,4,1,African Championship,Bata,Equatorial Guinea,True
2012-11-01,Ethiopia,Nigeria,0,3,African Championship,Bata,Equatorial Guinea,True
2012-11-03,Equatorial Guinea,Senegal,5,0,African Championship,Malabo,Equatorial Guinea,False
2012-11-03,South Africa,DR Congo,4,1,African Championship,Bata,Equatorial Guinea,True
2012-11-04,Nigeria,Ivory Coast,3,1,African Championship,Malabo,Equatorial Guinea,True
2012-11-04,Cameroon,Ethiopia,0,0,African Championship,Bata,Equatorial Guinea,True
2012-11-07,Nigeria,South Africa,0,1,African Championship,Bata,Equatorial Guinea,True
2012-11-11,Cameroon,Nigeria,1,0,African Championship,Malabo,Equatorial Guinea,True
2012-11-11,Equatorial Guinea,South Africa,4,0,African Championship,Malabo,Equatorial Guinea,False
2012-11-29,United States,Republic of Ireland,5,0,Friendly,Portland,United States,False
2012-12-02,United States,Republic of Ireland,2,0,Friendly,Glendale,United States,False
2012-12-08,United States,China PR,2,0,Friendly,Detroit,United States,False
2012-12-13,United States,China PR,4,0,Friendly,Houston,United States,False
2012-12-16,United States,China PR,4,1,Friendly,Boca Raton,United States,False
2013-01-12,Norway,South Korea,2,0,Four Nations Tournament,Chongqing,China PR,True
2013-01-12,China PR,Canada,0,1,Four Nations Tournament,Chongqing,China PR,False
2013-01-14,China PR,Norway,0,1,Four Nations Tournament,Chongqing,China PR,False
2013-01-14,Canada,South Korea,1,3,Four Nations Tournament,Chongqing,China PR,True
2013-01-16,China PR,South Korea,2,0,Four Nations Tournament,Chongqing,China PR,False
2013-01-16,Canada,Norway,0,0,Four Nations Tournament,Chongqing,China PR,True
2013-02-10,United States,Scotland,4,1,Friendly,Jacksonville,United States,False
2013-02-14,United States,Scotland,3,1,Friendly,Nashville,United States,False
2013-03-06,Norway,Japan,2,0,Algarve Cup,Parchal,Portugal,True
2013-03-06,Denmark,Germany,0,0,Algarve Cup,Albufeira,Portugal,True
2013-03-06,United States,Iceland,3,0,Algarve Cup,Albufeira,Portugal,True
2013-03-06,Sweden,China PR,1,1,Algarve Cup,Parchal,Portugal,True
2013-03-06,Mexico,Hungary,1,0,Algarve Cup,Ferreiras,Portugal,True
2013-03-06,Portugal,Wales,2,0,Algarve Cup,António,Portugal,False
2013-03-06,New Zealand,Scotland,1,0,Cyprus Cup,Nicosia,Cyprus,True
